Author_name,#Followers,Author Following,Account Created,Verified,Location,Text,Length,likes,Language,Retweets,Time
SoumadeepHowla1,118,549,2020-08-13 13:48:15,False,India,@desimojito @amazonIN Was there 50% discount? 😅,"[22, 47]",0,en,0,2021-04-16 10:02:10
vchugh79,24,11,2010-05-05 23:20:22,False,Ghaziabad,Ordrerd Boat Airdopes order No. 40667358816782721 but received glass vase pic attach. Complaint 5-6 times. They told they have mailed to vendor for wrong item delivery to pick up but everytime pickup not accepted as didnot receive email regarding wrong item. @amazonIN @amazon https://t.co/fWbzGbTv7e,"[0, 276]",0,en,0,2021-04-16 10:02:04
Nabanit92638494,344,511,2018-06-19 17:33:13,False,,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,2021-04-16 10:01:54
pushpa3455,876,887,2020-07-31 12:46:47,False,,"RT @ImNitinJ30: @MsRDutta @pushpa3455 @amazonIN No need to thank me or any other SSRian. We are all together 🤝

Police Covered Up SSR Murder","[0, 140]",0,en,5,2021-04-16 10:01:46
pushpa3455,876,887,2020-07-31 12:46:47,False,,"RT @MsRDutta: @ImNitinJ30 @pushpa3455 @amazonIN That's the spirit bro....proud of you fellow SSRian ! 

Police Covered Up SSR Murder","[0, 132]",0,en,8,2021-04-16 10:01:46
DevajiSanjot,77,20,2020-07-04 19:31:49,False,,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,2021-04-16 10:01:37
tangoCTO,1528,5001,2016-04-16 09:59:42,False,,"RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,2021-04-16 10:01:36
BandBajaateRaho,1642,179,2018-01-25 03:39:25,False,"Bengaluru, India",RT @imsadeepmishra: @AmazonHelp You guys are updating fake updates on website. I have tried reaching coustomer care but they are not able t…,"[0, 140]",0,en,1,2021-04-16 10:01:34
KrishanKanahiya,55,67,2021-01-28 21:49:44,False,,"RT @butterfly__O003: @ImNitinJ30 @amazonIN Accha good going ji..! Keep it up..!🤣😌
Yeh idea, Nitin SSRian vala, yeh bhi mera he tha 🤪😂

Poli…","[0, 140]",0,en,2,2021-04-16 10:01:06
Abhishekv766,4491,611,2012-10-23 14:56:36,False,India,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,2021-04-16 10:00:50
BandBajaateRaho,1642,179,2018-01-25 03:39:25,False,"Bengaluru, India","RT @a_agrawalankit: @flipkartsupport @Flipkart sucks big time. I tried to reach out to you guys more than 10 times, every time the call kep…","[0, 140]",0,en,1,2021-04-16 10:00:43
connect2sumesh,845,533,2009-04-23 09:05:10,False,Delhi,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,2021-04-16 10:00:09
aashi0309,452,435,2020-08-15 07:51:49,False,India,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,2021-04-16 09:59:47
Kushwaghela1,8,409,2020-04-08 14:03:26,False,,"@PBLIndiaLive @amazonIN #contest  #PauseTheGif #PBL 
#RiseOfTheRacquet #ContestAlert https://t.co/1WqUwkwPxj","[24, 84]",0,und,0,2021-04-16 09:59:27
sunilgupta_hp,80,137,2010-01-02 05:10:47,False,"Duliajan, Dibrugarh, Assam","purchased parker aster pen on 19.03.2020 from @amazonIN with 2 yr brand warranty I m facing problem vid product  I sent mail to customer care of @LuxorIndia But did not receive any response till now Plz help
The customer care no on website isnt working 01143117311 is out of order","[0, 280]",1,en,2,2021-04-16 09:59:15
KUMARGA18458018,94,759,2018-04-13 15:03:29,False,"New Delhi, India","@PBLIndiaLive @amazonIN Here's my perfect screenshot ✔️

#PauseTheGIF #PBL
#RiseOfTheRacquet 
@PBLIndiaLive

Join  @KaranBlessed  
@iApoorvAgarwal 
@acidkidrock @fashionistaTS @FLYIN_mini_ @Devangeenee @SassyAnokhi_
@SujithDifferent @Vaibhvtweets @Aniketw1551 @taukirmukadam https://t.co/Tbqb7Zvsrd","[24, 298]",0,en,0,2021-04-16 09:59:11
BandBajaateRaho,1642,179,2018-01-25 03:39:25,False,"Bengaluru, India",RT @ManishS89631303: #worstservice #dontbuyanything  Another great example of amazon you guys just get some information and said it will 12…,"[0, 140]",0,en,3,2021-04-16 09:59:03
GunjawateSayali,80,761,2019-07-27 10:59:55,False,"Thane, India","@PBLIndiaLive @amazonIN Perfect Screenshot team ✅ @PBLIndiaLive 

#PauseTheGIF #PBL
#Contest

#RiseOfTheRacquet 
#ContestAlert https://t.co/LqnVgiKpbg","[24, 150]",0,en,0,2021-04-16 09:58:55
iambittujha,24,386,2018-05-18 02:20:56,False,"Mumbai, India",@AmazonHelp If there is option for replacement then why @amazonIN is  not able to do so.  @AmazonHelp  your support team is worst . But I am #indianconsumer I won't live you  without  replacement.,"[12, 196]",0,en,0,2021-04-16 09:58:50
GunjawateSayali,80,761,2019-07-27 10:59:55,False,"Thane, India","RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,2021-04-16 09:58:47
KrishanKanahiya,55,67,2021-01-28 21:49:44,False,,"RT @Sadhanareddy198: @ImNitinJ30 @amazonIN That’s amazing!!

Police Covered Up SSR Murder","[0, 89]",0,en,3,2021-04-16 09:58:17
SushianDora,272,231,2021-02-21 12:24:53,False,Sushantsville,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,2021-04-16 09:58:17
Meghana40011493,268,1145,2020-09-11 10:26:29,False,,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,2021-04-16 09:57:46
mrtallerjerry,2244,77,2015-05-26 13:50:01,False,,RT @_StartupEvents: “Some degree of faintly indiscriminate fame is still necessary. Brand value and customer affection gives you the licens…,"[0, 140]",0,en,1,2021-04-16 09:57:40
markanthony7293,358,493,2017-10-30 07:15:15,False,"Palakkad, Kerala","RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,2021-04-16 09:57:26
Sadhanareddy198,41,109,2020-09-01 20:51:42,False,"Hyderabad, India","@ImNitinJ30 @amazonIN That’s amazing!!

Police Covered Up SSR Murder","[22, 68]",0,en,3,2021-04-16 09:57:16
Gokul14359804,0,0,2021-03-25 18:13:57,False,,hi @Uber_India and @amazonIN plz get pay later option  #KeepItSimpl,"[0, 67]",0,en,0,2021-04-16 09:57:12
AryanMahendru5,3,536,2020-11-30 07:06:51,False,"Shahjahanpur, India",@PBLIndiaLive @amazonIN #PauseTheGif #PBL DONE. https://t.co/Cj5gyO4ehR,"[24, 47]",0,en,0,2021-04-16 09:56:28
theskriptures,6,17,2016-10-11 17:40:55,False,"Malad West, Mumbai","@IqooInd, @amazonIN , #IQOO7series 
Love the legendary Track Design https://t.co/oisdh4NXEz","[0, 67]",0,en,0,2021-04-16 09:56:12
amssrkian555,1133,362,2017-08-05 06:14:23,False,India,"RT @KKRiders: Understanding. Passion. And most of all, commitment to the cause. 

Watch how these 3 elements resulted in a change of guard…","[0, 139]",0,en,54,2021-04-16 09:56:11
19nsverma,8960,8642,2010-06-03 07:42:42,False,India,"RT @Mickyjinara: @PBLIndiaLive @amazonIN Here is my perfect screenshot team @PBLIndiaLive 

#PauseTheGif #PBL. 🏸

#RiseOfTheRacquet 

#Paus…","[0, 140]",0,en,2,2021-04-16 09:56:11
nair_mufc,548,722,2010-09-24 20:38:18,False,India,"#IQOO7series 
@IqooInd @amazonIN
IQOO 7 will be an absolute revelation and the best value for money deal with the best chip and camera on any smartphone. Eagerly waiting... https://t.co/OZroSTrDzZ","[0, 172]",0,en,0,2021-04-16 09:55:54
nekkantitsayz,879,4038,2010-03-19 17:11:57,False,"Hyderabad, India","@PBLIndiaLive @amazonIN My perfect  Screenshot
#PauseTheGif #PBL. 
#RiseOfTheRacquet 
@PBLIndiaLive
 
@godsowntalk
@O___DayaL
@gurgaon_rangers
@ShainaArora1
@coolkishore59
@KirtiCh1
@Mr_YashG
@KpParmar98
@SrinathAkula369
@SaddamMolla0071
@Fahim6t
@p_sinha123
@Kavita_1907
@GODBLES321
@SucharitaS1990 https://t.co/Mzb7R9mdr4","[24, 299]",1,en,0,2021-04-16 09:55:50
nekkantitsayz,879,4038,2010-03-19 17:11:57,False,"Hyderabad, India","RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,2021-04-16 09:55:00
ImJatinV,2224,4987,2019-12-25 09:41:01,False,"Gurgaon, India","RT @PBLIndiaLive: Get ready for an exciting #contest coming your way. 🏸 

Participate and stand a chance to win Rs. 500 worth of @amazonIN…","[0, 139]",0,en,76,2021-04-16 09:54:59
real5ingh13,347,1680,2018-04-07 19:03:50,False,"Punjab, India","@PBLIndiaLive @amazonIN Pause Than Perfect Screenshot 🤩

#PauseTheGIF #RBL #RiseOfTheRacquet #ContestAlert 
@PBLIndiaLive

 Join :- @imPalak18 @kusumsolanki17 @AvanParihar @Secret_Silyy @SJ_0016 https://t.co/JCNY9wYbdB","[24, 194]",2,en,1,2021-04-16 09:54:58
imSudhakaraRao,3502,169,2020-04-09 05:18:31,False,"Meerut, India",@desimojito @amazonIN 🤣🤣,"[22, 24]",0,und,0,2021-04-16 09:54:52
ImJatinV,2224,4987,2019-12-25 09:41:01,False,"Gurgaon, India","@PBLIndiaLive @amazonIN Here's the Perfect SHOT!! 🏸

#PauseTheGIF #PBL
#RiseOfTheRacquet 

@PBLIndiaLive

Join in 
@imPalak18 
@ImSallu777 @HimanshuR1401 @anuragsinha1992 @SubodhAgarwal1 @SJ_0016 https://t.co/RGRt2Uy6MV","[24, 195]",2,en,0,2021-04-16 09:54:51
Sandeep13_,1489,2202,2017-01-02 07:56:19,False,India 🇮🇳,"RT @Zaaid08: @PBLIndiaLive @amazonIN Here's my perfect screenshot ✔️

#PauseTheGIF #PBL
#RiseOfTheRacquet 
@PBLIndiaLive

Join
@KaranBlesse…","[0, 140]",0,en,5,2021-04-16 09:54:51
amzpymntservs,18783,560,2013-03-04 15:38:26,True,Dubai ,"@VimalTogadiya @AMZON @amazonIN @JeffBezos Hello Vimal,
Thanks for contacting us, we are Amazon Payment Services, a new payment processing service. and this complaint is not within our specialization.","[43, 200]",0,en,0,2021-04-16 09:54:44
imSudhakaraRao,3502,169,2020-04-09 05:18:31,False,"Meerut, India","RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,2021-04-16 09:54:31
RoshanPatil70,2,22,2020-03-18 09:08:03,False,,"#DailyQuizTime
@amazonIN https://t.co/zb3UaLXvZZ","[0, 24]",0,und,0,2021-04-16 09:54:24
InshaKanue,340,3428,2010-11-18 18:27:32,False,Kashmir,"RT @fastbeetle_: Celebrating our CEO's birthday with @amazonIN Partnership announcement.

We are really glad to announce our collaboration…","[0, 139]",0,en,1,2021-04-16 09:54:19
IAmIndian_11,0,7,2018-02-19 22:01:06,False,"Pune, India","@AmazonHelp I didnt receive any call, such shameless individuals you guys are. 

@amazonIN @AmazonNews_IN @AmazonHelp @amazon @PrimeVideo @PrimeVideoIN @AmitAgarwal @JeffBezos #AmazonPrime #AmazonHelp
You don't give a damn about Customer AT ALL!!","[12, 246]",0,en,0,2021-04-16 09:54:11
KhalsaHkk,206,1083,2015-04-16 07:17:52,False,"Surat, India","@PBLIndiaLive @amazonIN Here's my screenshot

#PauseTheGif #PBL #RiseOfTheRacquet 
@PBLIndiaLive 
Join @banpreet @GURVINDER_M @Rachhpa96892771 https://t.co/galSTrf13A","[24, 142]",0,en,0,2021-04-16 09:53:44
_StartupEvents,13394,13,2012-01-31 06:02:40,False,India,"“Some degree of faintly indiscriminate fame is still necessary. Brand value and customer affection gives you the license to reinvent. Reputation is key to building long term brands,” says Rory Sutherland,Vice Chairman, Ogilvy UK.

#AmazonSmbhav @amazonIN @rorysutherland @OgilvyUK https://t.co/jYcqcGI85A","[0, 280]",0,en,1,2021-04-16 09:53:36
rahul1365,62,107,2009-09-19 22:14:51,False,"Mumbai, India",@desimojito @amazonIN U feminist and lauhta lasuhan....modern dress of girls are called torn and scam,"[22, 101]",0,en,0,2021-04-16 09:53:04
butterfly__O003,558,401,2020-09-12 14:11:08,False,India,"@ImNitinJ30 @amazonIN Accha good going ji..! Keep it up..!🤣😌
Yeh idea, Nitin SSRian vala, yeh bhi mera he tha 🤪😂

Police Covered Up SSR Murder","[22, 142]",0,en,2,2021-04-16 09:52:55
vkram5,148,931,2010-06-28 12:43:53,False, भारत,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,2021-04-16 09:52:53
ImJatinV,2224,4987,2019-12-25 09:41:01,False,"Gurgaon, India","RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,2021-04-16 09:52:52
Abhishe32226771,158,512,2019-09-29 15:15:32,False,Bharat,RT @prashan64520376: @DrJitendraSingh @narendramodi @amazonIN #UPSCExtraAttempt ...sir please do justice to all last attempt candidate,"[0, 134]",0,en,35,2021-04-16 09:52:50
MehakKa82329298,334,296,2020-07-25 21:22:10,False,,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,2021-04-16 09:52:46
realNishau_,1041,533,2018-12-20 10:57:30,False,Mumbai,"The point raised by #SanjivMehta Sir is the need of the hour as he highlighted that how the enterprises are less impacted &amp; can grow through the digital adoption &amp; dependency increased due to the global pandemic.
@manish_tiwary #AmazonSmbhav
@DIPPGOI @amazonIN @PMOIndia https://t.co/y6jM0Ln2tE","[0, 278]",0,en,0,2021-04-16 09:52:36
ExAapiya,103,2555,2011-05-10 14:10:40,False,India,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,2021-04-16 09:52:07
musicmagic10,53,493,2016-02-14 22:19:04,False,,@PBLIndiaLive @amazonIN #RiseOfTheRacquet #ContestAlert #PauseTheGif and #PBL @PBLIndiaLive https://t.co/dq6ubccLQA,"[24, 91]",0,und,0,2021-04-16 09:52:03
ImranPa46126293,30,272,2021-02-04 07:25:29,False,Between Jannat & Jhanum ,@desimojito @amazonIN Yeh Kejriwaal Ka Peticoat Hai,"[22, 51]",0,in,0,2021-04-16 09:51:54
MausiBilli,1513,329,2020-03-25 13:08:29,False,,@desimojito @amazonIN Isi ki shorts banti hai.. 😂😂😉,"[22, 51]",2,hi,1,2021-04-16 09:51:52
real5ingh13,347,1680,2018-04-07 19:03:50,False,"Punjab, India","RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,2021-04-16 09:51:46
MausiBilli,1513,329,2020-03-25 13:08:29,False,,@desimojito @amazonIN 😂😂😂😂😂😂,"[22, 28]",0,und,0,2021-04-16 09:51:29
Mahipankaj07,87,1104,2020-12-11 12:01:00,False,,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,2021-04-16 09:51:13
musicmagic10,53,493,2016-02-14 22:19:04,False,,"RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,2021-04-16 09:51:11
tiru_2000,1347,1926,2013-10-16 07:30:01,False,,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,2021-04-16 09:51:10
Shrutikoorichh1,2935,4903,2016-01-31 09:56:32,False,"Mumbai, India","@PBLIndiaLive @amazonIN My perfect screenshot

#PauseTheGIF #PBL #RiseOfTheRacquet

 https://t.co/R213RuSjYM","[24, 108]",0,en,0,2021-04-16 09:50:50
algesh_naikar,9,93,2017-03-23 02:28:14,False,,My is pregnant and she is almost near to her due date so we thought to buy baby clothes but when we checked @amazonIN @Flipkart in both e-commerce site baby products are not deliverable and also no local shops are open to get this product as it is essential for new born baby. https://t.co/ygozRPR9Hw,"[0, 276]",0,en,0,2021-04-16 09:50:32
MJan26549512,9,11,2018-08-10 16:48:23,False,UK,"@amazonIN 
changed the delivery model to fool the customers and charge more
have pantry, fresh and prime based delivery buckets
same kind of products will be in different models so customer will be asked to more more and can be charged extra
#Amazon #AmazonPrime 
#Flipkart, #jio https://t.co/2P04GegRjP","[0, 279]",0,en,0,2021-04-16 09:50:31
Shrutikoorichh1,2935,4903,2016-01-31 09:56:32,False,"Mumbai, India","RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,2021-04-16 09:50:28
Priya80167535,1627,1391,2020-07-13 16:24:16,False,भारत,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,2021-04-16 09:50:17
hanumansaig,54,54,2013-08-12 12:14:35,False, India,"RT @ETNOWlive: Businesses need to be adaptive and resilient, says Sanjiv Mehta, HUL

@HUL_News #AmazonSmbhav @amazon @amazonIN https://t.co…","[0, 140]",0,en,3,2021-04-16 09:50:10
itsanu_radha,269,17,2020-07-17 02:05:37,False,,"RT @butterfly__O003: @ImNitinJ30 @amazonIN Bete tez ho rahe ho🤣🙄

Police Covered Up SSR Murder","[0, 94]",0,en,3,2021-04-16 09:50:01
ImNitinJ30,1290,884,2012-11-01 16:04:38,False,,"RT @Anjali_ssrian: @ImNitinJ30 @PiyaliBh @amazonIN Wow😍😍

Police Covered Up SSR Murder","[0, 86]",0,en,2,2021-04-16 09:49:29
ImNitinJ30,1290,884,2012-11-01 16:04:38,False,,"RT @butterfly__O003: @ImNitinJ30 @amazonIN Bete tez ho rahe ho🤣🙄

Police Covered Up SSR Murder","[0, 94]",0,en,3,2021-04-16 09:49:28
starkumud,306,778,2017-12-31 03:24:38,False,,"@PBLIndiaLive @amazonIN My perfect screenshot

#PauseTheGIF #PBL #RiseOfTheRacquet

 https://t.co/WEqgkEfJxa

@Cutitweety

@Panakj

@shah_himanshu77

@CjChiranjeevi 

@Pranay ❤❤❤","[24, 178]",0,en,0,2021-04-16 09:49:25
Snigdha03579799,7,116,2020-02-20 03:46:28,False,,@desimojito @amazonIN 😂😂😂,"[22, 25]",0,und,0,2021-04-16 09:49:24
ImNitinJ30,1290,884,2012-11-01 16:04:38,False,,"@butterfly__O003 @amazonIN Mam aap se hi coaching le raha hu 😌

Police Covered Up SSR Murder","[27, 92]",0,en,0,2021-04-16 09:49:20
ETNOWlive,639957,79,2010-12-10 12:49:29,True,India,"Businesses need to be adaptive and resilient, says Sanjiv Mehta, HUL

@HUL_News #AmazonSmbhav @amazon @amazonIN https://t.co/sTICE2UiXK","[0, 111]",25,en,3,2021-04-16 09:49:10
BandBajaateRaho,1642,179,2018-01-25 03:39:25,False,"Bengaluru, India",RT @raghavmr1104: @ashray_05 @Arya17411888 @LumifordL @BandBajaateRaho Yess ..I also do same .. before buying any product i do read reviews…,"[0, 140]",0,en,1,2021-04-16 09:49:00
Priyaavni1,42,548,2021-02-19 12:07:18,False,,"@PBLIndiaLive @amazonIN My Perfect Screenshot 

#PauseTheGif and #PBL. 

#RiseOfTheRacquet #ContestAlert

@AnubhavAvash @VanshitaTalreja @shah_himanshu https://t.co/i2sQXq8SMr","[24, 151]",0,en,0,2021-04-16 09:48:52
Anjali_ssrian,64,74,2021-01-19 14:09:35,False,,"@ImNitinJ30 @PiyaliBh @amazonIN Wow😍😍

Police Covered Up SSR Murder","[32, 67]",0,en,2,2021-04-16 09:48:51
msrbh,23,183,2010-10-12 10:32:08,False,,"@KKRiders @amazonIN I bet no body will watch this video,","[20, 56]",0,en,0,2021-04-16 09:48:47
Shubhra48230695,23,15,2020-09-30 16:55:19,False,,RT @prashan64520376: @DrJitendraSingh @narendramodi @amazonIN #UPSCExtraAttempt ...sir please do justice to all last attempt candidate,"[0, 134]",0,en,35,2021-04-16 09:48:37
butterfly__O003,558,401,2020-09-12 14:11:08,False,India,"@ImNitinJ30 @amazonIN Bete tez ho rahe ho🤣🙄

Police Covered Up SSR Murder","[22, 73]",0,en,3,2021-04-16 09:48:34
JoiceVincent,3,55,2018-07-19 16:45:10,False,Kannur,"Daaamn!!!
Xited af for the #dual_chip_monster
@IqooInd @amazonIN 
#IQOO7series https://t.co/foMyUFwhVS","[0, 78]",0,en,0,2021-04-16 09:48:29
Shubhamm9045,69,933,2019-03-21 17:19:47,False,New Delhi,"@PBLIndiaLive @amazonIN Here's my perfect screenshot

#PauseTheGIF 
#PBL 
#RiseOfTheRacquet @PBLIndiaLive https://t.co/ZShoqTzdqh","[24, 105]",0,en,0,2021-04-16 09:48:27
_StartupEvents,13394,13,2012-01-31 06:02:40,False,India,"“Reaching people is not good enough. Reaching people with a message that stays with them is what is required. It’s like distributing visiting cards to a million people otherwise,” says Piyush Pandey of Ogilvy India.

#AmazonSmbhav @amazonIN @Ogilvy_India https://t.co/R1XEnJpPbu","[0, 254]",1,en,1,2021-04-16 09:48:26
butterfly__O003,558,401,2020-09-12 14:11:08,False,India,"RT @ImNitinJ30: @butterfly__O003 @amazonIN Sure but DM me your permanent address first 🤪

Police Covered Up SSR Murder","[0, 118]",0,en,1,2021-04-16 09:48:17
vinay22271301,0,0,2021-04-16 09:30:14,False,,"@amazonIN - My nee amazonbasics Ac got repaired in 1st week itself, drafted complaint AP2104020002 but no action taken from last 15 days inspire of daily follow ups and now they blocked my number.
#WorstCustomerserviceAmazonBasics#amazonbasicsac #notworthofmoney","[0, 262]",0,en,0,2021-04-16 09:47:45
Krishna130679,178,448,2017-07-19 01:53:14,False,Bharat,@desimojito @amazonIN You haven't paid for the second leg 🤔🤔,"[22, 60]",1,en,0,2021-04-16 09:47:27
paarziival,2130,1745,2009-07-03 16:28:34,False,"Belgaum, India","RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,2021-04-16 09:47:27
paarziival,2130,1745,2009-07-03 16:28:34,False,"Belgaum, India","@PBLIndiaLive @amazonIN Here's my perfect screenshot

#PauseTheGIF 
#PBL 
#RiseOfTheRacquet @PBLIndiaLive
 Join @aviz080 @sonalij64 @Niha_07 @yuvim10 @shivab84 @copykhor @kj4u12 @babubeg1 @itspoo_ja @kirtim10 @srkfan2021 @avrider0011 https://t.co/RtKLZHIVxI","[24, 233]",0,en,0,2021-04-16 09:47:18
guptachint,160,552,2015-12-28 14:45:06,False,"Bandra, mumbai","RT @KKRiders: Understanding. Passion. And most of all, commitment to the cause. 

Watch how these 3 elements resulted in a change of guard…","[0, 139]",0,en,54,2021-04-16 09:47:18
Shubhamm9045,69,933,2019-03-21 17:19:47,False,New Delhi,"RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,2021-04-16 09:47:15
ItikaNaik10,530,2144,2018-04-05 03:52:17,False,"Chennai, India","@PBLIndiaLive @amazonIN My perfect SS
#PauseTheGif #PBL. 🏸
#RiseOfTheRacquet 
@PBLIndiaLive 

@shaiti7 

@ChinmayaNaik09 

@Piyujain12 

@JenilParikh 

@muthu__hbk https://t.co/ujeIimqYkJ","[24, 163]",0,en,0,2021-04-16 09:47:14
rajsinghshekhar,265,270,2009-10-14 00:00:02,False,Delhi,@seriousfunnyguy @desimojito @amazonIN 😂😂,"[39, 41]",0,und,0,2021-04-16 09:47:02
Surajbuddy007,71,787,2013-05-12 07:51:51,False,MUMBAI,"@PBLIndiaLive @amazonIN Perfect Screenshot team ✅ @PBLIndiaLive 

#PauseTheGIF #PBL
#Contest

#RiseOfTheRacquet 
#ContestAlert https://t.co/q9r7zt37fl","[24, 150]",0,en,0,2021-04-16 09:47:01
PatadiyaHitesh8,17,84,2017-08-07 16:58:34,False,,"@realmeTechLife #PictionaryWithrealme
#Contest
#realme

Answer 2 :- Realme Watch S

Tag :
@realmeIndia
@MadhavSheth1
@amazonIN
@Flipkart
@TechnicalGuruji
@tech_burner
@AmreliaRuhez https://t.co/Xk448yZDIf","[16, 180]",0,en,0,2021-04-16 09:46:53
Surajbuddy007,71,787,2013-05-12 07:51:51,False,MUMBAI,"RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,2021-04-16 09:46:43
Anitanegidubey,500,1884,2018-09-08 10:24:08,False,"Dehradun, India","@PBLIndiaLive @Ramprasad43 @amazonIN Here's my perfect screenshot

#PauseTheGIF #PBL #RiseOfTheRacquet @PBLIndiaLive

Join
@BansalKunjkapil 
@poonamtrilok659 
@PritiNivoriya 
@JayshreeMalhot6 
@nidhiagrawal829 
@MiralBhavsar1 
@daddysgrl_mira https://t.co/uesvolOm96","[37, 242]",0,en,0,2021-04-16 09:46:35
Tarun33864349,146,450,2020-10-19 19:08:06,False,India and Canada,RT @SudipaBhatt: @desimojito @amazonIN Sab corona se darre huye hai😂,"[0, 68]",0,hi,1,2021-04-16 09:46:34
VanshitaTalreja,94,761,2020-09-08 07:15:57,False,,"RT @PBLIndiaLive: Here's your challenge for the day. 😍

Complete the #contest and send your entries using the hashtags #PauseTheGif and #PB…","[0, 140]",0,en,302,2021-04-16 09:46:29
Krishna130679,178,448,2017-07-19 01:53:14,False,Bharat,@seriousfunnyguy @desimojito @amazonIN 😂😂😂😂😂😂😂🙏,"[39, 47]",1,und,0,2021-04-16 09:46:27
VanshitaTalreja,94,761,2020-09-08 07:15:57,False,,"@PBLIndiaLive @amazonIN My Perfect Screenshot 

#PauseTheGif and #PBL. 

#RiseOfTheRacquet #ContestAlert

@Jiya91357815 @sapnajhamtani @sanyamulchanda1 @Priyaavni1 @mysterioussu https://t.co/tEF8SrlPuv","[24, 177]",1,en,0,2021-04-16 09:46:26
Tarun33864349,146,450,2020-10-19 19:08:06,False,India and Canada,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,2021-04-16 09:46:21
Anjali_ssrian,64,74,2021-01-19 14:09:35,False,,"RT @ImNitinJ30: SSRian is not only in my twitter profile but now in my @amazonIN profile as well.

From today onwards every parcel of mine…","[0, 139]",0,en,201,2021-04-16 09:46:14
Ajit18482177,45,764,2021-01-31 05:22:14,False,,"RT @desimojito: Hello @amazonIN 

I ordered shorts, received one leg of a torn women’s pyjama 😂🤣🤣🤣

What a troll scam https://t.co/YAHSVBgi…","[0, 140]",0,en,284,2021-04-16 09:45:33
