labels,Text,likes
0,who was steve john? he was whose @apple tempted every one!who was tim cook? he was who tried to cook #apple with copied recipies of of #dell,266
0,@tyga sell 1 million copies of #thegoldalbum to @apple so us iphone users can get it early like jay z did for magnacarta at @samsungmobileus,1143
0,me cago en tus muertos @apple,966
0,@apple clarifies #touchid storage details to calm potential #security fears #iphone ,708
0,@don_1za @mishi_za @samsungsa @apple i don't care who regulates it. fact remains their devices are sold here and they generate revenue....,311
0,"@benigeri thanks paul, given the commercial potential with for retail partners, i'm wondering why @apple didn't say more about ibeacon?",453
0,i like having the most recent iphone no @apple stop,510
0,what the iphone 5s tells us about @apple and the internet of things ,177
0,@apple en diciembre tendre mi #iphone 5s :d,55
0,"with #iphones confirmed, what's next for @apple?   via @usatoday",30
0,i wonder why #apple adds have to include white girl black guy? maybe they feel white guys black wen don't buy i phones. @apple.com,765
0,@apple @ayudamovistarve neither movistar ve nor apple! who should do the unlocking of mi iphone4s? help.,442
0,"i'm at @apple store, summit mall (fairlawn, oh) ",96
0,"did @apple just make a wrong decision?  well, no better and no worse in term of consumer-based innovation #imo",1840
0,another look at the @apple fingerprints feature.   what do you think? true or false pic.twitter.com/dbwtly6moh,405
0,vai toma no cu @apple,39
0,what the iphone 5s tells us about @apple and the internet of things ,1015
0,#ipodplayerpromo #ipod #ipad #itunes #apple #promo#ipodplayerpromo @apple @itune #ipod generation,185
0,"i'll admit i love my iphone but @apple will never get my fingerprint  nsa gets all the fingerprints of activists, i expect planted evidence.",103
0,sobre el #iphone 5c   @georgeoaks @manolo_e69 @lmuia @yatayoye @apple #tech,189
0,was at the @apple store today.. guy next to me brought in ipad with cracked screen that he said he found in the... ,51
0,newsflash: @burberry collaborates with @apple for the spring/summer 2014 show at #lfw   ,355
0,"@exhibit_k in fact, that should be the emoji for the action. haa. we should write to @apple",182
0,there needs to be an emoji of someone in yoga pants @apple then i could truly describe my day with emojis,641
0,@betehene @apple #ipad 'e yapilan yanlis bize yapilmistir...,86
0,new @apple patent: #ipad anti-reflective display    ,825
0,{#ipodplayerpromo #ipod #ipad #itunes #apple #promo #ipodplayerpromo #ipod #ipad #itunes #apple #promo#ipodplayerpromo @apple @itune},485
0,"i'm at @apple store, crocker park (westlake, oh) ",1994
0,"seeking lower tax rate, @airbnb follows @google and @apple in choosing ireland as its european hq |  #travel",368
0,"@apple's new @iphone5c will be available to pre-order from apple's online store on friday, 13th of september.",78
0,hey @apple please add internet connection status indicator on ios 7 wi-fi settings panel. more granular signal strength meter be nice too.,304
0,{#ipodplayerpromo #ipod #ipad #itunes #apple #promo #ipodplayerpromo #ipod #ipad #itunes #apple #promo#ipodplayerpromo @apple @itune},31
0,@apple para cuando la ota de ios7gm?? no me apetece hacer copia de seguridad,1047
0,could @apple & @paypal announcements be game changers in the #mpayment landscape? #mcommerce #bluetooth @ir_magazine ,42
0,"""@jzfan: when are y'all gonna come out with the ijordans? @apple @michaeljordan""<stop this q, don't you have night shift ir something",154
0,why why why why why why why why why why  @apple @itunesfestival,71
0,"resumen de la keynote de @apple en 8 gifs claves: ios 7 tiene fecha de lanzamiento, 18/09/2013 ",149
0,"we have something that you wish you had, called #bbm thats why #ichooseblackberry10 #bbm4all @blackberry @apple @google",2265
0,.@cnnee @microsoft es una potencia imparable en el mundo del desarrollo. ahora tb en hardware. @apple es un subproducto con aires de mimo.,1300
0,@mr_easyryder @the_1nd_only365 @apple yu kno issie slow collin lmaoo,850
0,@windowsphone you sure were quick to take down those videos blatantly calling out @apple that were done in poor taste and quality.,889
0,yo @apple .... we need a boxing glove emoji,1071
0,make a stop sign emoji @apple,383
0,exijo mi dinero de vuelta @apple,391
0,"php, katanya low cost??? @apple",250
0,why doesn't my ipod have dinosaur emojis @apple,781
0,c #ipodplayerpromo #ipod #ipad #itunes #apple #promo#ipodplayerpromo @apple @itune,288
0,"if @apple's new #iphone5c case reminds you of crocs, sorry, you're a freaking retard.",341
0,when is @apple going to create an upgrade were we can un-send text messages,511
0,@apple #iphone5c e #iphone5s: i prezzi in germania   via @techstationit,589
0,"it's important that apple not become the developer for the world. we need people to invent their own stuff."" - tim cook ceo of @apple",503
0,@apple @google #chrome - #test #test #test - #ipad (retina) #chrome really #ugly page rendering luggies pic.twitter.com/lh1k8r7tzu,766
0,@microsoft getting #desperate willing to pay you $200  to trade your @apple ipads for tablets. #really? @venturebeat ,223
0,@google 's laughing at @apple and i am laughing at what was left of my love for @chrome #stinks,528
0,@twohat007 @apple  ppl will buy it bc lodes of ppl like it (i don't) but most of the ppl in the wold do so it will sell but don't know y,122
0,"a harder look at @apple's #iphone 5s security scanner, which allows the user's fingerprint to become the password ",388
0,we need emergency battery @apple,367
0,i need to somehow keep headphones attached to my phone at all times. @apple,235
0,so the @apple genius dude left me because my laptop was loading too slow.,62
0,".@apple vp marketing: be quiet, photogs, and let #iphone do #photography for you.   condescension, anyone?",5
0,"dear @apple    im sure im not the only one that types ""nerd"" so lets stop putting a red line under it.    thanks,  diego??",208
0,@droclicquot @apple neither am i!! #soannoying,610
0,.@apple pls get #safari reading list in cloud!,1259
0,"iphone 5c battery life is being promoted as 10 days stand by time. lol, i'm sure i wont need to charge my phone for 10 days @apple",750
0,why is #deathmatch not included in the auto-text on the #iphone? huh @apple? no gamers on your auto-text dev team?,1354
0,fantastic new phone concept from @davehakkens; this is the kind of thing @apple should have come up with ,147
0,argh! no puedo entrar a mi imac @appstore @apple,809
0,@apple i need a cholula emoji stat.,15
0,@florinnitulescu @nokia is really taking off @apple  #helpthefellow ;),1146
0,"@nitotv i wish @apple could change or allow us to change background color from black to others, on appletv 2 and 3",166
0,"so i tried to preorder iphone5s last night but couldn't, i'm guessing they're sold out already?! @verizonwireless @apple",1887
0,anybody know what's going on with my iphone 5?! @apple #iphone5 pic.twitter.com/qgm8gdrwfe,386
0,"no me gusta la letra c, lo siento tontos @apple",83
0,"@apple if you release a thumbprint protected password autofill feature, thumb theft will become the evening news.",414
0,the new #iphone is out! lets go buy a #samsung #galaxy!   @bridgetcarey @cnet @apple @briantong,63
0,"@darrensproat @nokia @apple yeah. but by now samsung has ""pyrited"" it.",598
0,make your iphones waterproof @apple,648
0,i love my apple tv but i think @netflix and @apple need to fix apple tv and get autoplay... this process is so annoying,746
0,"lol rt @thepartycow: well, well. @motorola using @twitter to fire back @apple. in other news go @adambain!!! pic.twitter.com/nnk3vwqalu",786
0,@ybarra214amy well it's not my fault @apple doesnt have a pal emoji!!!,135
0,how do you get a icon that you accidentally deleted off your phone? #calendar #teamiphone @apple @iphone #apple #iphone,488
0,time to short @apple? pic.twitter.com/dxutjk5evo,197
0,@sagarkamesh @apple i wasn't hurt at all.,1189
0,5s manita? rt @mizbuchitos mi banca rota es culpa de @apple :(,567
0,"on hold with @apple, they're playing ""i remember"" by @deadmau5.. yeah don't transfer my call yet, i can wait for this song to finish! ? #tbt",636
0,why won't @apple release the ios7 for my phone already. i really want to see the difference in person.,33
0,@7evenstarz @apple you have made no statement about the female condom.,249
0,china: @apple no convence ,2476
0,"will @apple help me fix my screen bc it doesn't work at all. i only dropped it and didn't work anymore, but i have no cracks on the screen",196
0,@apple @itunes y'all need to add that music que to the iphones in ios 7,85
0,when are y'all gonna come out with the ijordans? @apple @michaeljordan,688
0,"at the @apple store finally getting a new phone....it's been real 4s, but you just had to crack!",341
0,i need a middle finger emoji @apple make one,208
0,why y'all jerks not puttin the 5s on presale @apple ?!,233
0,".@apple discontinues cards app and printing service, recommends using #iphoto instead. ",233
0,"with ibeacon, @apple is going to dump on nfc and embrace the internet of things: ",491
0,why does my phone tell me i work today @apple,202
0,#nefarious @apple says don't sweat it the data isn't stored on their servers or in the cloud but on the phone itself    ,584
0,thanks @apple. second charger this week. pic.twitter.com/cxbjgfjiay,273
0,@iphoneteam i'm moving to #japan !! #teamiphone #teamapple @apple,1106
0,how wal-mart's #iphone discount defeated apple's price controls | @walmart @apple | ,72
0,all i wanted was waterproof and a front flash @apple ??,784
0,@ivankostynyk @verge @apple there was so much leakage prior to the event that the release didn't bring much new information.,685
0,@tarekalaya @blackberry @apple @google our simple dualcores makes pieces of iphone 5 in benchmarks and beats a lot of quadcores,1049
0,os x 10.8.5 indirilmeye sunulmus @apple,187
0,.@apple if you don't send me the gold iphone 5s for free i will kill my mom. pic.twitter.com/hacmrms5i1,1234
0,lmao i hate u rt @jzfan: when are y'all gonna come out with the ijordans? @apple @michaeljordan,594
0,the @apple home page is light green advertising a plastic #iphone5c -- the terrorists truly have won.,284
0,#ios #ios7 #apple @appstore @applenws @apple #apple #jonyive @jonyive #uglyapps #ugly #fixed pic.twitter.com/es1ln0abgc,42
0,@apple can't trick @speck. #socialparty2013 ,493
0,"hola bby, eres sensual @apple.",863
0,@mobilekeverett you just wait. it will be immediately sold out when it's released. @apple,31
0,i want the gold one!! i wonder if they'll interchange my black iphone 5 for it. it's a year old you greedy muthafreakers! @apple ??,329
0,please tell me @apple created a option to get out of a group message. #iphone5s,771
0,this isn't just about a nice to have. pwc on why @apple @facebook 95 other global corps should disclose emisions ,58
0,"psst, @apple, please let us customize icons for groups of apps on our ios devices",52
0,@mishi_za @natz0711 @samsungsa perfect time to move to @apple they don't seem to care about you,329
0,so @apple when was raining at 4 meant to say pouring at 1,846
0,@vada_ydg @apple can u make a middle finger emoji,370
0,"@ibogost @theatlantictech @apple the #iphone5s is #jonyives banging those ""champfered edges"" like they were cowbells.",184
0,argh la espera ha sido eterna >< quiero ya el nuevo macbook pro 2013 @apple,160
0,@guardiansustbiz @cdp @apple our data addictions mean huge carbon emission.,11
0,"hey @apple #ios7 #ios why go flat, then use a 3d parallax effect on the homescreen? #needdepth #fixcontrast",131
0,@annieftmccann @apple darn she @ em and erthing,65
0,"japoneses acampan afuera de la tienda de @apple en #tokio, para ser  comprar los nuevos iphone 5s y el 5c pic.twitter.com/0xupojfq3z",745
0,1% = 10%. i went to bed and woke up the next morning and my phone was still on 1%. @apple,289
0,@jzfan @apple @michaeljordan true! ppl would lose all act right if that were to happen. lmao,707
0,#iphone5s @apple activist post: unmasking the real steve jobs   via @po_st,355
0,"@samsung & @apple , we need phones with an endless battery life.",963
0,wishing @apple had released a plastic backed 5s.  for obvious reasons...of course. ,363
0,it's weird and a little #upsetting that @theappleinc doesn't have @apple as its handle.,618
0,"@highsnobiety @apple this is so nokia lumia, it's sick!",169
0,c #ipodplayerpromo #ipod #ipad #itunes #apple #promo#ipodplayerpromo @apple @itune,509
0,@apple @ayudamovistarve apple m mando al operador local para solicitar liberacion de mi iphone4s. apple said that movistar ve should do it,41
0,"ha! @bdwallace ""@thepartycow well, well. @motorola using @twitter to fire back @apple. in other news go @adambain! pic.twitter.com/c6mgamrqmi""",640
0,"@highlyhightori @apple nah they didn't lie,they don't want you using it... it's a word tho",557
0,#ipodplayerpromo #ipod #ipad #itunes #apple #promo#ipodplayerpromo @apple @itune #ipod generation,132
0,can @apple just buy ihop already & turn it into a three-legged race store where nothing is as it seems?,219
0,really wishing @apple would offer me $200 for my ipad 1. early adopters should be taken care of too!,475
0,"@apple #ios7 need to have more filters to the camera , or remove 2 of the 3 black & white filters .. pic.twitter.com/z05b3sapoy",516
0,"quelqu'un peut-il expliquer a apple ce qu'est le ""low cost"" !! @apple",2418
0,".@apple discontinues cards app and printing service, recommends using #iphoto instead. ",508
0,"these days, @apple is more like a fashion label than an electronics company   via @qz",1971
0,"well taught alumna?rt @mchoto curious re @apple mkt dept thought process. really dont get 5c. same 5, only $100 less. no new mkt share.",624
0,???????????? rt @kemalnads: jazzyjeff @apple what the...,359
0,@jonjonnyp @apple you will have to queue up in person with the rest of the normals & uglies to get the 5s.,103
0,"ha @thepartycow: well, well. @motorola using @twitter to fire back @apple. in other news go @adambain!!! pic.twitter.com/mh4qf0dam0",400
0,watched someone give a presentation this morning on their @apple ipad only to have their unlock pw key presses be illuminated on screen.,200
0,yo @apple where is the update to allow u to access your call history while on the phone?!,250
0,it's about time that @apple released 0.7.5,177
0,silly @microsoft. making fun of @apple won't sell more products. it makes you look desperate.  desperate is a bad strategy.,313
0,@apple and @barackobama - laugh now but think about it pic.twitter.com/om0lzdgirs ,418
0,"@dave1010 @nsa @apple iphone5c is ready to receive your biometrics , sir",730
0,#rt      this is why #ichooseblackberry10          #iphone5s  #ipadmini  @jimmykimmel  #bb10  @blackberry   #qnx  #z10  @apple  #lol,1108
0,since @apple teases us with the phone weeks before you can buy it; can i do the same with my payment for the phone?,327
0,"talked to @apple today, looks like another week until i get my computer back :(",86
0,"menos mal que compre bitcoins en lugar de acciones de @apple, lol",432
0,@apple care protection is onzin voor veel geld bij @ivizi_apr +macbook gekocht nu harde schijf kapot maar geen garantie door deukjes #fail,82
0,. @apple doubles down on an incredibly risky #business #strategy ,132
0,".@apple discontinues cards app and printing service, recommends using #iphoto instead. ",693
0,? ????? #iphone5s @apple ????? ???????? ?? ?????? ?????? ???? ?? ? ????????? ???????... go nsa ??????,224
0,banned #iphone 5s promo @apple  ,2791
0,@apple and @verizon wireless need to figure out this iphone roll out and take care of business,123
0,now i'm worried about gmail tabs - the iphone 5s/c email announcement from @apple landed in my updates tab #gmailapocalypse,1192
0,@apple non-authorized apple guy replaced my ipad wifi antenna for $50 while i had lunch. #asia #genius,619
0,"@apple a lot of people have said the iphone 5s/5c did not contain any major innovations, maybe you need to adjust to their shallowness...",628
0,in with the new but how the heck do i switch it on? destructions don't say #help @apple pic.twitter.com/epn891eak7,832
0,@muldoonpatrick @appstore @apple @appletweets must be time to switch to @avidprotools i've never had a problem with @avidprotools cust serv.,398
0,"i want @microsoft, @google, @apple, and @facebook to stop taking cheap potshots at each other. just tell us why *your own* product is good.",86
0,":-) ""turns out that 'c' in apple's iphone 5c doesn't stand for 'cheaper"" @apple #iphone  ",456
0,it's 2013 why can't i highlight text and un-capitalize it @apple like what are you guys even doing?,317
0,@apple where tf is my update ?,333
0,@apple should have saved #ios7's reveal to go with the phones.,1555
0,"@apple: and, you all're standing a really really good chance of a lawsuit, unless you do my best friend right.  that's all that there is.",148
0,@matthouse15 @apple what they haven't came out with ios7 yet ill never know,362
0,@apple why is 16 gigs of storage even considered sufficient.,75
0,i'm pretty sure @apple purchased nokia's old ring tones from ms for ios 7. #lame #2002 #8bitsound,918
0,@natz0711 @mishi_za @samsungsa @apple infrastructure not quite there yet,299
0,"seriously, @apple - i carry two devices. #iphone and #walkman. you do fm on the nano, and your iphone chips support fm. just make it happen.",856
0,i have 0 storage left so i get her any texts or send any texts k thank @apple,171
0,@apple what about #bbm4all ?? why haven't you approved the app on ios yet?,303
0,".@apple vp marketing: be quiet, photogs, and let #iphone do #photography for you.   condescension, anyone?",1181
0,phone autocorrects five to fivefifths. thanks @apple i'm outchea,582
0,almost half a grand for an @apple iphone 5(c)heap is a bit steep.,1068
0,this phone omfg.    @apple ima need you to get it together.,1455
0,"but really, why am i looking at the video about the iphone 5s? it's not like i can afford it. *logs off @apple website*",1198
0,@tom_fairclough9 @apple or last longer than an hour when you actually use it. like your supposed to?,656
0,@goddessvicky if only jarvis could replace siri. think about it @apple,514
0,@fulltimebro @apple ohhhhhh you need this new phone or you will die!!!!!!!,535
0,"i'm happy that after a year of lies @apple has finally called the ""white"" iphone what it really is .. silver",33
0,".@apple discontinues cards app and printing service, recommends using #iphoto instead. ",580
0,@apple needs to get on the @uvvu bandwagon - all these new movies are coming out without #itunes redemption codes (sad)!,607
0,my ipod cracked halp @apple,160
0,"c'mon @apple, you can do better! pic.twitter.com/zrjco2lejn",608
0,"@apple #apple alleen kapotte batterij vervangen, telefoon al twee weken kwijt, bad service :(",302
0,"@google #nexus4 $199 w/o contract. @apple #iphone 5c $549 w/o contract. there's ""premium"" and there's ""yikes!"" ",944
0,u should make better chargers @apple,527
0,siri is being mean to me @apple pic.twitter.com/8c6idlywtc,224
0,what @om malik likes and doesn't like about the new @apple iphones ,110
0,"well, well. @motorola using @twitter to fire back @apple. in other news go @adambain!!! pic.twitter.com/75hrorixpc",42
0,telcos are the worst consumer companies in the u.s. they make apple look like a childrens show lol. @millerjr99 @apple,1111
0,@apple hurry up with ios7 fs,429
0,one in katy too smh @apple,289
0,i wonder how come @apple takes 10 days to unsubscribe you from ems when they can join you to an e-mail list in milliseconds... :-p,222
0,"i don't think @apple will be linking to this, guys!  rt @popsci: infographic! should you buy a new iphone? ",65
0,customer service? 2nd day trying to get a new phone and staff is rude + blows through appt times. time to switch from @apple #apple #soho,993
0,since yall stopped sellin the iphone 5 they should lower the prices on it so i can pay it off quicker and get the iphone 5s @apple,101
0,@dgdtheband is like @apple they're driving up the demand for their album by only releasing one song.,66
0,"waay too many people waiting for #applecare, in my @apple era this would not have been acceptable #commodity pic.twitter.com/hgzytex3ya",322
0,why does @apple want your finger prints? @nsa,110
0,@jeanettehayes @apple the company is literally not the same. at all.,956
0,darn why isn't there a middle finger emoji yet....it's needed!!!! not these!! ??????????????????????????????????????? @apple,836
0,ok the iphone 5c looks weird and is very different from the previous apple products #apple @apple,2726
0,"yo smart butt always tryna correct me when i know wtf i put but don't have them reddots under ""ain't"" & ain't ain't even a word @apple",1019
0,".@apple discontinues cards app and printing service, recommends using #iphoto instead. ",296
0,@apple yh news apple stock falls as analysts boo iphone 5c pricing: apple stock (nasdaq: aapl) is in a near fr...  ,1222
0,"desaparecido el iphone 5 de la web de apple (descontinuado) ah ok!, y el 4s sigue en venta! que increible son esta gente de @apple",67
0,@mog_sharif @dougrtequan @android @apple @apples @microsoft #everybody now likes android.,29
0,@guardiansustbiz @apple @facebook @amazon #notgoodenough #csr @dr_lara_zib,1691
0,".@apple vp marketing: be quiet, photogs, and let #iphone do #photography for you.   condescension, anyone?",427
0,i cannot change the server seed or gamemode or whitelist until @apple  approves mcpe 0.7.5 for ios,746
0,@yld_thng @apple what i thought pre-orders started today? website lied?,456
0,"by discontinuing #iphone5, @apple undercut ppl who wanted 2 get 1 once its $ drops. now, they have 2 get #iphone5c or new 5s. + or - sale ??",697
0,"if you could make chargers that don't rip in 5 days, that'd be great. @apple",309
0,"""@apple didn't comment on wether the #nsa was involved in the development of touch id or if it has access to the encrypted data stored...""",56
0,"has @apple lost it?  the latest product announces are evolutionary, not revolutionary.  new @android are looking good....time to switch?",537
0,@liberationtech @apple @tribiztech  disaster to make biometric id the #1 selling point of iphone in a post #snowden and @ggreenwald world,390
0,@etgoldnews  @apple apple announces a gold iphone and the price of gold drops.,122
0,@howswelegant @apple @bubblemania @laurenjessa what. the. f. & what happened to your phone?!?!??,3332
0,why ain't i getting my email notifications @apple,369
0,"@apple: love your products, hate inefficiencies of genius bar; why make an apt when i still need to wait 30mins?! ",610
0,hello @apple is your new iphone going scratch every time you touch and crash when you get a few messages?,197
0,aiming at high end with iphones is classic @apple   via @usatoday,115
0,mi banca rota es culpa de @apple :(,341
0,#iphone5s rs 6000 in #usa but 40000 in india why?? @appletweets @apple #iphone #apple #rip #india #rupeefalling,460
0,i'm in agreement with alaric here. why isn't nfc in the iphone? #iphone @apple @polar_moment ,1537
0,my iphone cracked @apple when the new ones coming out,1168
0,".@apple vp marketing: be quiet, photogs, and let #iphone do #photography for you.   condescension, anyone?",1236
0,@apple why is the 5s $199 in the us & $719 in canada .. ?,244
0,my iphone4 has so many broken features. basic operation is difficult. cannot wait til sept 20 to get a new phone @apple #firstworldproblems,191
0,".@apple vp marketing: be quiet, photogs, and let #iphone do #photography for you.   condescension, anyone?",94
0,@punk240z @apple how come you aren't also defending the female condom?,336
0,@pgaffii @apple yes. my phone has been acting strange since tuesday.,830
0,"@apple missed key security opps w/ fingerprint scanner, eg scanning/sending prints of #iphone thieves = theft deterrent & recovery aid. cc",2373
0,sept. 13 sbd global: sunderland (@safcofficial) signs deal with tanzania; @cth sues @apple over epl mobile apps. ,1236
0,i really wished that @apple let you preorder the iphone5s!! i don't want to what to the 20th!!! that's soooo far away ??,1373
0,banned #iphone 5c promo @apple  ,712
0,@richp nope i do not get it @appledevcenter @apple,125
0,so is it true the camera on your @apple #imac never turns off and is always watching you? #privacy,11
-1,oh i didn't realize it's only the 5c that's presale tomorrow. boo @apple,593
-1,"say what you will about #windows8, at least i can go to a @microsoft store and get a hard copy of the os. #wtf @apple?",361
-1,@apple mightttt be losing money,913
-1,"@antoneg thanks for including us in ""why @apple will disappoint businesses with #iphone 5s fingerprint scanner"" ",412
-1,hey @delta your iphone app is messed up. keeps showing notifications in lock screen even when disabled. @apple should look into this. #hack,425
-1,y'all can have a finger print scanner but can't get y'all weather app to be accurate? this a joke? @apple,483
-1,iphone 5c = 5 cheap...  plastic = not worth the money  metal forever @apple... get it right!,1949
-1,@lawschoolsrat you see @apple ? this is your problem. not ours.,1661
-1,apple 5c sells for $199 in the us.... but it's 40k in india???  @apple  how come it s cheap?? :/,80
-1,@apple needs to address the battery life on the current phones instead of producing and pushing new ones! ??,62
-1,"@google should buy $bbry it would put a nail in @microsoft coffin, ko @apple. @blackberry app issue would end and google dominate enterprise",221
-1,"so, all the fingerprint information people accidentally stored in demo phones at @apple stores are basically free4all? #keynote #iphone5s",636
-1,imessages won't send k @apple,172
-1,dear @apple in ios7 i miss a clear and obvious button. red text isn't enough for my simple mind.,3
-1,is anyone else irritated that @apple still hasn't figured out how to make #flash work on their mobile devices??? #corporatebully,1041
-1,aaaaa....@apple paa...wey stuff dis?? same old stuff...jx bright colors,226
-1,why is icloud taking 4 hours to upload 2 gb that is so stupid @apple they really need a twitter account,174
-1,new #iphone will make @apple drop as no innovation of their products and other smartphone will beat them as they are better and cheap,958
-1,i swear i wont buy any locked to developer phone anymore cc @apple @windowsphone,16
-1,@apple should of stuck to the traditional black and white classy look,1266
-1,@apple yh news apple shares fall after iphone event: apple inc. shares tumbled a day after the company launche...  ,532
-1,smh rt @cemorecake718: rt @swagga_l: the worst !  rt @mati_ucurvegawd: yooo @apple why my iphone 5 battery so sus?,490
-1,".@apple vp marketing: be quiet, photogs, and let #iphone do #photography for you.   condescension, anyone?",366
-1,who in their right mind is going to pay this much for a plastic iphone @apple - r u joking or what? pic.twitter.com/ilb1xrqikd,439
-1,#ichooseblackberry10 because syncing files with my pc is easier and i don't need an @apple or itunes,813
-1,"why @apple hasn't created a 'leave' option for group messaging yet, i'm not so sure..",93
-1,"@apple shares drop. complacency will level the most powerful individuals, companies, corporations and empires. @samsung and @google next?",766
-1,the way @nokia_uk just burned @apple,516
-1,rt @swagga_l: the worst !  rt @mati_ucurvegawd: yooo @apple why my iphone 5 battery so sus?,261
-1,"hey @apple ,@nokia called, they want their colourful unibody polycarbonate design back  ^^ @windowsphone",855
-1,@samsung made a waterproof phone???in your ace @apple !,1624
-1,my phone died at 10% excuse me @apple that's not how it works,79
-1,i just lost three weeks worth of social media posts because my wifi likes to do it's own gotdarn thing. @apple y'all need to fix this!,327
-1,"r u joking with this fake steve jobs, @apple??? we all miss him, but don't be crazy pic.twitter.com/pshfqmmnlt",1368
-1,@apple @cheerios @extra give it a freakin rest!,58
-1,i think the iphone5s fingerprint scanner idea was submitted to @apple support in 2005 and took this long to get through the support process!,676
-1,@apple why do i have to chose? you could just make it in one coulour... pic.twitter.com/focsb1fmqc,189
-1,@apple shares plummet after pricey #iphone5c fails to hit the spot in #china | @itproportal ,464
-1,ceo of @cdp asks if @apple refusing to divulge carbon emissions data because arch-rival samsung is out-performing ,391
-1,the video from @microsoft how was making fun off @apple it's privet  what the freak !!!!,182
-1,@apple your getting further away from product offering simplification and heading to complexity - its what got you in trouble before!,442
-1,@apple @appstore @appleinsider why are canadians always paying more? 5c usa$99 canada$599 ? rofl #edtech #apple pic.twitter.com/e6nvt28xkt,795
-1,coining #fingergate: when your new @apple iphone 5s fingerprint reader fails & locks you out of your own phone.,65
-1,why wont my phone stay charged @apple,222
-1,@apple thanks for the email asking me to buy your extremely overpriced phones in australia. no thanks though. #applerort,292
-1,@apple can u make more sustainable chargers and headphones so i can stop buying more....but that's probably ur plan,373
-1,@ertaysh of course it will it just seems like @apple is losing its touch to wow the tech crowd. common man doesn't know any better yet,169
-1,so bogus for @apple to release a high-end phone and then basically make it obsolete a year later...for the 2nd time!! pic.twitter.com/icb7csr5js,8
-1,"like you say, arrogance mt @joconfino: @apple @facebook @amazon refuse 2 divulge carbon emissions data to cdp ",124
-1,not too pleased with @apple allowing wallmart to discount their new phones. why give them anything,122
-1,"no @apple, i want my album covers, not your pictures. give 'em back. pic.twitter.com/ykaiihu6yy",61
-1,@delilahevening @pickadilly7 lame. get on that @apple.,324
-1,i only have 12% battery and i feel like dying @apple,158
-1,#iphone #5c baixou um espirito de escola de samba no pessoal da @apple  ficou feio de doer :(,1513
-1,@apple are trying to royally screw me over! wait for 2 weeks when your warranty runs out to send your phone in to be fixed!,101
-1,i'm not impressed with the #iphone5s or #iphone5c. @apple needs to innovate to survive.   (via @examinercom),725
-1,"consider yourself warned, @apple, @thereval  wants bite out of you |    #diversity or... simply #racebaiting?? #tcot",47
-1,"agree! rt @joconfino: nothing short of a disgrace @apple @facebook @amazon refuse 2 divulge carbon emissions to cdp, ",258
-1,why was @apple hella secretive about the iphone 5s design? that jawn look the same as the old ish do.,155
-1,"is it just me who found @apple's #iphone announcement massively underwhelming? ooooooooooo, colours.",715
-1,these @apple jokers out here making golden iphones but still making chargers outta playdoh,882
-1,@wsdot_traffic don't forget to steer clear of @apple.com for iphone 5c preorders!  #fear,572
-1,on the 5s will siri understand black people ? @apple,276
-1,did @apple deliberately lock the phone off button on old devices on purpose in anticipation of their fingerprint scanner 5s and 5c release?,200
-1,@2shaneez @apple same omfg this is messed up,616
-1,where tf is ios7 @apple,134
-1,article by @joconfino on @facebook @apple @amazon in minority of big biz failing to report to investors through @cdp ,1189
-1,conspiracy theorist in me is saying that @apple adding fingerprint protection to the new iphone is exactly what the nsa wants. #noprivacy,962
-1,is @apple refusing to divulge carbon emissions data because arch-rival samsung is out-performing   #sustainability,35
-1,"hey @apple, why tf won't my iphone 5s recognize me?!??? pic.twitter.com/agel53hcjh",1039
-1,oh wow @apple.... you guys release info on the 5s and all of a sudden my phone dont wanna charge..... brats,318
-1,what?!?! bouta finally cop lol rt @__bh__: i'm pissed that pages is now free @apple where is my refund for buying it! lol,17
-1,"#ios7 is actually a really big copy of #windows, stay original @apple",1391
-1,to be honest i think iphone5c looks bit tacky @apple #apple #iphone5c,568
-1,"breaking news: @leapmotion acquires @apple newton resale rights. now selling two devices ""that are a huge disappointment""",970
-1,@apple thx fr the offer fr a new plastic #iphone but hello kitty makes n equally as impressive one. besides you've made it all about samsung,471
-1,so much for @apple #iphone5c being the cheap version. #msm reporting it available at $99...preorder from apple store for $899 #dodgy,3095
-1,rt @swagga_l: the worst !  rt @mati_ucurvegawd: yooo @apple why my iphone 5 battery so sus?,30
-1,ios7 will have imovie for free i want my 5 bucks back @apple,1330
-1,"@apple #failed big time with their new iphones. what happened to it being a ""budget"" phone?",161
-1,i'm pissed that pages is now free @apple where is my refund for buying it! lol,441
-1,"@7evenstarz i'm not a fan boy, rather disappointed recently with @apple but they are hardly stupid. they are successful for a reason.",225
-1,why does @apple not provide detailed technical specifications of their new devices? when tear downs reveal the information anyways?,21
-1,ipad gone to the apple store in the sky ?? and tech support from @apple genius was no use at all #frustrated #fridaythe13th #ipad,669
-1,"i watch every @apple press conference waiting for ""one more thing.""  probably never going to happen is it... #misssteve",235
-1,@apple wanna explain to me why my phone just reset to 2005?!?!?,109
-1,i set an alarm and it didn't wake me up @apple fix this,127
-1,"new #iphone is the same size and same price. why would i get a new one for a fingerprint. bybye @apple, hello @android",859
-1,@apple: i expect to be reimbursed for all this time where i cannot download ios 7 betas as a developer...,275
-1,hey @apple your tv is quite annoying to have to put in a password for every video i want to watch. and yes i am the only one using it. #uggh,222
-1,stop updating phones every six months and instead make your chargers longer than 4 inches @apple,1654
